Dist_Nm,Stat_Nm,state_d,dstrct_,Longitd,Lattitd
Solapur,MAHARASHTRA,15,1531,75.483027680000006,17.790792530000001
Satara,MAHARASHTRA,15,1529,74.172472020000001,17.669614500000002
Ratnagiri,MAHARASHTRA,15,1527,73.454960389999997,17.273215820000001
Sangli,MAHARASHTRA,15,1528,74.767930350000000,17.113533430000000
Kolhapur,MAHARASHTRA,15,1516,74.158639449999995,16.469762060000001
Sindhudurg,MAHARASHTRA,15,1530,73.739084370000000,16.132684070000000
Thane,MAHARASHTRA,15,1532,73.321046190000004,19.360981649999999
Palghar,MAHARASHTRA,15,1536,73.018559679999996,19.793644520000001
Nandurbar,MAHARASHTRA,15,1521,74.216256450000003,21.549746989999999
Amravati,MAHARASHTRA,15,1503,77.570295450000003,21.187214370000000
Dhule,MAHARASHTRA,15,1509,74.600306959999998,21.110297620000001
Nagpur,MAHARASHTRA,15,1519,79.084838640000001,21.178028149999999
Aurangabad,MAHARASHTRA,15,403,75.280803559999995,20.028892190000001
Raigarh,MAHARASHTRA,15,513,73.217768930000005,18.520477110000002
Mumbai Suburban,MAHARASHTRA,15,1518,72.884606190000000,19.131503270000000
Kamjong,MANIPUR,16,1613,94.432640770000006,24.822073320000001
Senapati,MANIPUR,16,1606,94.127246819999996,25.398021220000000
Tamenglong,MANIPUR,16,1607,93.555892259999993,25.047485429999998
Imphal West,MANIPUR,16,1605,93.868403319999999,24.771605550000000
Kakching,MANIPUR,16,1612,93.918439469999996,24.444998399999999
Bishnupur,MANIPUR,16,1601,93.798938300000003,24.537809280000001
Chandel,MANIPUR,16,1602,94.013983580000001,24.139504020000000
Churachandpur,MANIPUR,16,1603,93.602867610000004,24.280043840000001
Imphal East,MANIPUR,16,1604,94.008549400000007,24.825787580000000
Jiribam,MANIPUR,16,1611,93.151556180000000,24.671977660000000
Kangpokpi,MANIPUR,16,1610,93.973703950000001,25.018447080000001
Thoubal,MANIPUR,16,1608,94.012013220000000,24.620886500000001
Tengnoupal,MANIPUR,16,1616,94.224673260000003,24.425799710000000
Ukhrul,MANIPUR,16,1609,94.427091020000006,25.230458599999999
Noney,MANIPUR,16,1614,93.481098230000001,24.678043819999999
Pherzawl,MANIPUR,16,1615,93.222704149999998,24.303174859999999
Ribhoi,MEGHALAYA,17,1704,91.885888390000005,25.871329859999999
West Khasi Hills,MEGHALAYA,17,1707,91.262801010000004,25.604995910000000
East Jaintia Hills,MEGHALAYA,17,3505,92.469079469999997,25.258433870000001
East Khasi Hills,MEGHALAYA,17,1702,91.797254420000002,25.381487379999999
South Garo Hills,MEGHALAYA,17,1705,90.582191550000005,25.301996930000001
West Garo Hills,MEGHALAYA,17,1706,90.196331709999995,25.653280720000001
East Garo Hills,MEGHALAYA,17,1701,90.631219700000003,25.624352590000001
West Jaintia Hills,MEGHALAYA,17,1709,92.285463190000002,25.482736800000001
South West Khasi Hills,MEGHALAYA,17,1710,91.243180210000006,25.321068470000000
North Garo Hills,MEGHALAYA,17,3507,90.664792410000004,25.855828960000000
South West Garo Hills,MEGHALAYA,17,1708,89.993128740000003,25.445627630000001
Kolasib,MIZORAM,18,1803,92.725493369999995,24.160642549999999
Aizawl,MIZORAM,18,1801,92.896217730000004,23.805130920000000
Mamit,MIZORAM,18,1806,92.463348949999997,23.754628919999998
Champhai,MIZORAM,18,1802,93.234752830000005,23.531021460000002
Serchhip,MIZORAM,18,1808,92.955979940000006,23.266857680000001
Lunglei,MIZORAM,18,1805,92.718726980000000,22.973031349999999
Saiha,MIZORAM,18,1807,93.001905980000004,22.280389029999998
Lawngtlai,MIZORAM,18,1804,92.774106110000005,22.437867600000001
Mon,NAGALAND,19,1906,95.017851899999997,26.684186740000001
Longleng,NAGALAND,19,1904,94.797503399999997,26.558862609999998
Mokokchung,NAGALAND,19,1905,94.529029690000002,26.472398349999999
Tuensang,NAGALAND,19,1909,94.887495720000004,26.176601510000001
Kiphire,NAGALAND,19,1902,94.823633569999998,25.847151910000001
Peren,NAGALAND,19,1907,93.615211830000007,25.492854510000001
Wokha,NAGALAND,19,1910,94.198268229999996,26.196227230000002
Zunheboto,NAGALAND,19,1911,94.486249029999996,26.003129869999999
Phek,NAGALAND,19,1908,94.531986790000005,25.648773559999999
Kohima,NAGALAND,19,1903,94.110398860000004,25.770469720000001
Dimapur,NAGALAND,19,1901,93.794918109999998,25.776053120000000
Bhadrak,ODISHA,20,2006,86.625126589999994,20.982950819999999
Dhenkanal,ODISHA,20,2009,85.523993550000000,20.826907389999999
Jajapur,ODISHA,20,2013,86.148888450000001,20.856313910000001
Subarnapur,ODISHA,20,2029,83.822449879999994,20.930869990000001
Nuapada,ODISHA,20,2024,82.577256239999997,20.465219999999999
Balangir,ODISHA,20,2002,83.172145080000007,20.589109709999999
Baudh,ODISHA,20,2005,84.173005029999999,20.644306600000000
Cuttack,ODISHA,20,2007,85.696755420000002,20.453162970000001
Kandhamal,ODISHA,20,2016,84.045975839999997,20.128061840000001
Nayagarh,ODISHA,20,2025,84.997933130000007,20.213181389999999
Khordha,ODISHA,20,2019,85.515040249999998,20.090945290000001
Kalahandi,ODISHA,20,2015,83.108003409999995,19.867582160000001
Jagatsinghapur,ODISHA,20,2012,86.335522800000007,20.219092860000000
Puri,ODISHA,20,2026,85.725578530000007,19.879046180000000
Nabarangapur,ODISHA,20,2023,82.334490729999999,19.576576719999998
Rayagada,ODISHA,20,2027,83.512406940000005,19.363944870000001
Koraput,ODISHA,20,2020,82.718340839999996,18.813502090000000
Malkangiri,ODISHA,20,2021,81.950281559999993,18.258910100000001
Anugul,ODISHA,20,2001,84.905627859999996,20.986730580000000
Kendrapara,ODISHA,20,2017,86.612233489999994,20.553134579999998
Ganjam,ODISHA,20,2011,84.672706360000006,19.624975190000001
Gajapati,ODISHA,20,2010,84.161107220000005,19.185621290000000
Mayurbhanj,ODISHA,20,2022,86.409222470000003,21.895684459999998
Sundargarh,ODISHA,20,2030,84.508898810000005,22.080415349999999
Kendujhar,ODISHA,20,2018,85.703858650000001,21.537613289999999
Baleshwar,ODISHA,20,2003,86.913869890000001,21.491803170000001
Jharsuguda,ODISHA,20,2014,83.947546869999996,21.806402850000001
Bargarh,ODISHA,20,2004,83.349147700000003,21.219122290000001
Debagarh,ODISHA,20,2008,84.786295899999999,21.466754710000000
Sambalpur,ODISHA,20,2028,84.274422130000005,21.452101880000001
Puducherry,PUDUCHERRY,35,3503,79.767170759999999,11.915508150000001
Karaikal,PUDUCHERRY,35,3501,79.803421979999996,10.932809700000000
Mahe,PUDUCHERRY,35,3502,75.540186000000006,11.731627319999999
Yanam,PUDUCHERRY,35,3504,82.257074470000006,16.721935819999999
Gurdaspur,PUNJAB,21,2106,75.290944519999996,31.916626200000000
Hoshiarpur,PUNJAB,21,2107,75.857801089999995,31.625119200000000
Amritsar,PUNJAB,21,2101,74.899122079999998,31.705785550000002
Jalandhar,PUNJAB,21,2108,75.565716690000002,31.212661460000000
Tarn Taran,PUNJAB,21,2120,74.840692099999998,31.336691999999999
Rupnagar,PUNJAB,21,2116,76.487710030000002,31.061987259999999
Shahid Bhagat Singh Nagar,PUNJAB,21,2114,76.154207389999996,31.110195449999999
Fazilka,PUNJAB,21,2121,74.164506939999995,30.277673620000002
Moga,PUNJAB,21,2112,75.171917620000002,30.763186510000001
Ludhiana,PUNJAB,21,2110,75.833023670000003,30.805344649999999
Sahibzada Ajit Singh Nag*,PUNJAB,21,2119,76.739021980000004,30.681923000000001
Faridkot,PUNJAB,21,2103,74.778884599999998,30.613076050000000
Fatehgarh Sahib,PUNJAB,21,2104,76.376471390000006,30.641893060000001
Sri Muktsar Sahib,PUNJAB,21,2113,74.538417870000004,30.299829270000000
Sangrur,PUNJAB,21,2117,75.869062099999994,30.210978829999998
Barnala,PUNJAB,21,2118,75.498561140000007,30.387874730000000
Bathinda,PUNJAB,21,2102,75.038509329999997,30.183892929999999
Patiala,PUNJAB,21,2115,76.350740079999994,30.283325860000001
Mansa,PUNJAB,21,2111,75.436798740000000,29.909251460000000
Firozpur,PUNJAB,21,2105,74.703890799999996,30.914456240000000
Pathankot,PUNJAB,21,2122,75.616363649999997,32.296525910000000
Kapurthala,PUNJAB,21,2109,75.316246780000000,31.372722199999998
Churu,RAJASTHAN,22,2211,74.696325009999995,28.344810530000000
Jhunjhunun,RAJASTHAN,22,2221,75.550198260000002,28.091968450000000
Jaisalmer,RAJASTHAN,22,2218,70.900717830000005,27.075218820000000
Sikar,RAJASTHAN,22,2229,75.287876060000002,27.634152369999999
Alwar,RAJASTHAN,22,2202,76.601225139999997,27.591068780000001
Jaipur,RAJASTHAN,22,2217,75.718835100000007,26.976632760000001
Jodhpur,RAJASTHAN,22,2222,72.785400800000005,26.748035930000000
Bharatpur,RAJASTHAN,22,2206,77.276454540000003,27.247954409999998
Nagaur,RAJASTHAN,22,2225,74.175134200000002,27.066046690000000
Dausa,RAJASTHAN,22,2212,76.509596930000001,26.857637380000000
Karauli,RAJASTHAN,22,2223,76.958309659999998,26.522935210000000
Dhaulpur,RAJASTHAN,22,2213,77.702008629999995,26.680901819999999
Barmer,RAJASTHAN,22,2205,71.474573129999996,25.735083880000001
Sawai Madhopur,RAJASTHAN,22,2228,76.461087309999996,26.217662539999999
Tonk,RAJASTHAN,22,2231,75.666147409999994,26.148107560000000
Pali,RAJASTHAN,22,2226,73.519020409999996,25.707054370000002
Bhilwara,RAJASTHAN,22,2207,74.726590430000002,25.480932660000001
Jalor,RAJASTHAN,22,2219,72.211578919999994,25.099166550000000
Bundi,RAJASTHAN,22,2209,75.791746720000006,25.487633639999999
Kota,RAJASTHAN,22,2224,76.103992039999994,25.109429410000001
Sirohi,RAJASTHAN,22,2230,72.776771299999993,24.761857559999999
Baran,RAJASTHAN,22,2204,76.747743380000003,24.995256019999999
Udaipur,RAJASTHAN,22,2232,73.689414679999999,24.418641520000001
Jhalawar,RAJASTHAN,22,2220,76.193503509999999,24.336151610000002
Dungarpur,RAJASTHAN,22,2214,73.854214369999994,23.731387840000000
Banswara,RAJASTHAN,22,2203,74.364530549999998,23.477989650000001
Ajmer,RAJASTHAN,22,2201,74.793765080000000,26.245816580000000
Rajsamand,RAJASTHAN,22,2227,73.878280579999995,25.205901189999999
Chittaurgarh,RAJASTHAN,22,2210,74.585570579999995,24.816376210000001
Ganganagar,RAJASTHAN,22,2215,73.571245640000001,29.397029620000001
Hanumangarh,RAJASTHAN,22,822,74.561352040000003,29.265881140000001
Bikaner,RAJASTHAN,22,2208,73.174261119999997,28.177677039999999
Pratapgarh,RAJASTHAN,22,2233,74.650728900000004,24.029976420000001
North  District,SIKKIM,23,2302,88.528229850000002,27.743825749999999
West District,SIKKIM,23,2304,88.174587540000005,27.348608190000000
South District,SIKKIM,23,2303,88.382627159999998,27.286609980000001
East District,SIKKIM,23,2301,88.670993089999996,27.291918160000002
Adilabad,TELANGANA,36,101,78.566001779999993,19.519919640000001
Hyderabad,TELANGANA,36,107,78.470193550000005,17.395126670000000
Jagitial,TELANGANA,36,3632,78.875307809999995,18.832618400000001
Jangoan,TELANGANA,36,3633,79.274287900000004,17.734523970000001
Mulugu,TELANGANA,36,3641,80.337427989999995,18.289129590000002
Jogulamba Gadwal,TELANGANA,36,3635,77.781025560000003,16.071715520000001
Kamareddy,TELANGANA,36,3636,78.061708289999999,18.324816750000000
Karimnagar,TELANGANA,36,108,79.235224230000000,18.378839110000001
Khammam,TELANGANA,36,109,80.360804930000000,17.199662740000001
Kumuram Bheem Asifabad,TELANGANA,36,3654,79.416975989999997,19.358805480000001
Mahabubabad,TELANGANA,36,3638,79.983791940000003,17.668460750000001
Mahabubnagar,TELANGANA,36,3655,77.990327500000006,16.758595870000001
Mancherial,TELANGANA,36,3639,79.513972730000006,18.995837150000000
Medak,TELANGANA,36,113,78.259528739999993,17.955334959999998
Medchal Malkajgiri,TELANGANA,36,3640,78.557721839999999,17.544228839999999
Nagarkurnool,TELANGANA,36,3642,78.588246429999998,16.387979219999998
Nalgonda,TELANGANA,36,114,79.193085580000002,16.876554630000001
Nirmal,TELANGANA,36,3644,78.314963739999996,19.113182460000001
Nizamabad,TELANGANA,36,116,78.211388580000005,18.701606280000000
Peddapalli,TELANGANA,36,3645,79.452255530000002,18.621471320000001
Rajanna Sircilla,TELANGANA,36,3646,78.761380079999995,18.415903270000001
Ranga Reddy,TELANGANA,36,118,78.412532490000004,17.130979020000002
Sangareddy,TELANGANA,36,3647,77.875485920000003,17.783525680000000
Siddipet,TELANGANA,36,3648,78.848665199999999,18.010253310000000
Suryapet,TELANGANA,36,3649,79.754409530000004,17.080677760000000
Vikarabad,TELANGANA,36,3650,77.746046480000004,17.253938630000000
Wanaparthy,TELANGANA,36,3651,78.037548810000004,16.293980550000001
Warangal Rural,TELANGANA,36,122,79.746563190000003,17.919981960000001
Warangal Urban,TELANGANA,36,122,79.479534630000003,18.024899550000001
Yadadri Bhuvanagiri,TELANGANA,36,3652,78.980737610000006,17.452021899999998
Bhadradri Kothagudem,TELANGANA,36,3631,80.710217189999995,17.688041960000000
Jayashankar,TELANGANA,36,3634,79.925266489999998,18.502307869999999
Narayanpet,TELANGANA,36,3643,77.580338650000002,16.643306540000001
North Tripura,TRIPURA,25,2502,92.207214859999993,24.096488550000000
Dhalai,TRIPURA,25,2501,91.920312690000003,23.839489499999999
Sipahijala,TRIPURA,25,2507,91.329682539999993,23.586670009999999
Gomati,TRIPURA,25,2505,91.618931779999997,23.530063760000001
Khowai,TRIPURA,25,2506,91.654720409999996,23.947041370000001
West Tripura,TRIPURA,25,2504,91.396581670000003,23.887817399999999
South Tripura,TRIPURA,25,2503,91.587948630000000,23.191917000000000
Unokoti,TRIPURA,25,2508,92.040034079999998,24.193096300000001
Amroha,UTTAR PRADESH,26,2673,78.332231809999996,28.812686480000000
Hapur,UTTAR PRADESH,26,2674,77.893118689999994,28.722420679999999
Bareilly,UTTAR PRADESH,26,2613,79.431496100000004,28.458027749999999
Pilibhit,UTTAR PRADESH,26,2656,79.994605859999993,28.530735690000000
Bulandshahr,UTTAR PRADESH,26,2617,78.014746459999998,28.362584340000002
Gautam Buddha Nagar,UTTAR PRADESH,26,2627,77.555962519999994,28.394082109999999
Kheri,UTTAR PRADESH,26,2642,80.666923690000004,28.120920009999999
Budaun,UTTAR PRADESH,26,2616,79.041571370000000,28.077889949999999
Bahraich,UTTAR PRADESH,26,2608,81.492585199999994,27.698491069999999
Shahjahanpur,UTTAR PRADESH,26,2663,79.822084099999998,27.950801070000001
Aligarh,UTTAR PRADESH,26,2602,78.065223300000000,27.926446250000001
Kasganj,UTTAR PRADESH,26,2676,78.846066250000007,27.773349069999998
Mathura,UTTAR PRADESH,26,2650,77.625916930000002,27.597467470000002
Shrawasti,UTTAR PRADESH,26,2664,81.903458090000001,27.718379389999999
Sitapur,UTTAR PRADESH,26,2666,80.852269530000001,27.517121620000001
Hathras,UTTAR PRADESH,26,2675,78.164435650000001,27.581725700000000
Etah,UTTAR PRADESH,26,2621,78.717416639999996,27.515556419999999
Hardoi,UTTAR PRADESH,26,2633,80.161603580000005,27.330361629999999
Farrukhabad,UTTAR PRADESH,26,2624,79.458667640000002,27.431357410000000
Firozabad,UTTAR PRADESH,26,2623,78.526424939999998,27.187246120000001
Siddharthnagar,UTTAR PRADESH,26,2665,82.873356340000001,27.270265299999998
Mainpuri,UTTAR PRADESH,26,2649,79.052106690000002,27.182461350000001
Mahrajganj,UTTAR PRADESH,26,2647,83.530559940000003,27.200579479999998
Agra,UTTAR PRADESH,26,2601,78.075961230000004,27.036294000000002
Gonda,UTTAR PRADESH,26,2630,82.025337179999994,27.083414430000001
Bara Banki,UTTAR PRADESH,26,2612,81.332459510000007,26.939061169999999
Kushinagar,UTTAR PRADESH,26,2643,83.933935280000000,26.862762849999999
Kannauj,UTTAR PRADESH,26,2638,79.688694060000003,27.013622620000000
Lucknow,UTTAR PRADESH,26,2645,80.905531330000002,26.841999930000000
Basti,UTTAR PRADESH,26,2614,82.625749279999994,26.820065450000001
Gorakhpur,UTTAR PRADESH,26,2631,83.359070099999997,26.656097490000001
Sant Kabir Nagar,UTTAR PRADESH,26,2661,83.027264310000007,26.775575990000000
Unnao,UTTAR PRADESH,26,2669,80.560600960000002,26.609385150000001
Etawah,UTTAR PRADESH,26,2622,79.094770199999999,26.764175120000001
Kanpur Nagar,UTTAR PRADESH,26,2640,80.208222489999997,26.391109340000000
Auraiya,UTTAR PRADESH,26,2605,79.479115809999996,26.658193630000000
Faizabad,UTTAR PRADESH,26,2626,81.997143820000005,26.657578279999999
Kanpur Dehat,UTTAR PRADESH,26,2639,79.852950550000003,26.439653620000001
Deoria,UTTAR PRADESH,26,2620,83.834562419999997,26.425499909999999
Sultanpur,UTTAR PRADESH,26,2668,82.224892560000001,26.242998430000000
Ambedkar Nagar,UTTAR PRADESH,26,2604,82.666141479999993,26.418583689999998
Rae Bareli,UTTAR PRADESH,26,2658,81.134846109999998,26.225660869999999
Jalaun,UTTAR PRADESH,26,2634,79.385810440000000,26.091201869999999
Azamgarh,UTTAR PRADESH,26,2606,83.067328759999995,26.045522670000000
Mau,UTTAR PRADESH,26,2651,83.561817640000001,26.047482209999998
Fatehpur,UTTAR PRADESH,26,2625,80.807741879999995,25.874908600000001
Ballia,UTTAR PRADESH,26,2610,84.102771680000004,25.876190600000001
Jaunpur,UTTAR PRADESH,26,2635,82.575006310000006,25.746319889999999
Jhansi,UTTAR PRADESH,26,2636,78.950590379999994,25.508153050000001
Banda,UTTAR PRADESH,26,2611,80.557416059999994,25.470961190000001
Ghazipur,UTTAR PRADESH,26,2629,83.555571850000007,25.623986210000002
Kaushambi,UTTAR PRADESH,26,2641,81.415037170000005,25.498475030000002
Prayagraj,UTTAR PRADESH,26,2603,81.960177450000003,25.304032700000000
Varanasi,UTTAR PRADESH,26,2670,82.913986080000001,25.388296239999999
Chitrakoot,UTTAR PRADESH,26,2619,81.077584130000005,25.206247260000001
Chandauli,UTTAR PRADESH,26,2618,83.258148109999993,25.141521520000001
Bhadohi,UTTAR PRADESH,26,2670,82.464154410000006,25.347951970000000
Mirzapur,UTTAR PRADESH,26,2653,82.607348979999998,24.986638100000000
Lalitpur,UTTAR PRADESH,26,2644,78.561953779999996,24.653453760000001
Sonbhadra,UTTAR PRADESH,26,2667,83.051175950000001,24.408367559999999
Amethi,UTTAR PRADESH,26,2672,81.640108479999995,26.288046880000000
Ghaziabad,UTTAR PRADESH,26,2628,77.476057949999998,28.767776210000001
Sambhal,UTTAR PRADESH,26,2677,78.551807670000002,28.454765540000000
Mahoba,UTTAR PRADESH,26,2648,79.734010100000006,25.367136439999999
Saharanpur,UTTAR PRADESH,26,2660,77.546714719999997,29.951228449999999
Bijnor,UTTAR PRADESH,26,2615,78.388846839999999,29.386261390000001
Muzaffarnagar,UTTAR PRADESH,26,2655,77.725276050000005,29.415682149999999
Baghpat,UTTAR PRADESH,26,2607,77.308475659999999,29.056955590000001
Meerut,UTTAR PRADESH,26,2652,77.782687150000001,29.036413710000001
Moradabad,UTTAR PRADESH,26,2654,78.787755739999994,28.899256900000001
Rampur,UTTAR PRADESH,26,2659,79.115097509999998,28.809899699999999
Shamli,UTTAR PRADESH,26,2678,77.282351930000004,29.500362200000001
Balrampur,UTTAR PRADESH,26,527,82.375302599999998,27.483915440000001
Hamirpur,UTTAR PRADESH,26,910,79.865367250000006,25.751031420000000
Pratapgarh,UTTAR PRADESH,26,2233,81.829101260000002,25.872756460000002
Uttarkashi,UTTARAKHAND,27,2713,78.607337169999994,30.972945690000000
Chamoli,UTTARAKHAND,27,2703,79.577108300000006,30.494257130000001
Dehradun,UTTARAKHAND,27,2705,77.967537949999993,30.472231180000001
Tehri Garhwal,UTTARAKHAND,27,2711,78.535522670000006,30.436621779999999
Rudraprayag,UTTARAKHAND,27,2710,79.052453880000002,30.506993399999999
Pithoragarh,UTTARAKHAND,27,2709,80.345362980000004,30.112542489999999
Bageshwar,UTTARAKHAND,27,2702,79.858945259999999,29.996485900000000
Hardwar,UTTARAKHAND,27,2706,77.996033600000004,29.881452840000001
Garhwal,UTTARAKHAND,27,2708,78.763762249999999,29.880026630000000
"Almora
",UTTARAKHAND,27,2701,79.504041670000007,29.690823099999999
Nainital,UTTARAKHAND,27,2707,79.463203609999994,29.317359430000000
Champawat,UTTARAKHAND,27,2704,80.069096999999999,29.281033900000001
Udham Singh Nagar,UTTARAKHAND,27,2712,79.470951900000003,29.041987400000000
South Twenty Four Pargan*,WEST BENGAL,28,2818,88.513812400000006,22.183040550000001
Darjiling,WEST BENGAL,28,2805,88.262889180000002,26.853333740000000
Jalpaiguri,WEST BENGAL,28,2808,88.760911230000005,26.681379530000001
Dakshin Dinajpur,WEST BENGAL,28,2804,88.575021469999996,25.367185689999999
Maldah,WEST BENGAL,28,2811,88.088638849999995,25.142119350000002
Murshidabad,WEST BENGAL,28,2814,88.228823750000004,24.170764540000000
Birbhum,WEST BENGAL,28,2803,87.663315139999995,23.954632629999999
Nadia,WEST BENGAL,28,2815,88.516713940000002,23.478662669999999
Purba Bardhaman,WEST BENGAL,28,2802,87.947180250000002,23.359793740000001
Puruliya,WEST BENGAL,28,2817,86.421369929999997,23.277163370000000
Bankura,WEST BENGAL,28,2801,87.135876379999999,23.139188440000002
North Twenty Four Pargan*,WEST BENGAL,28,2816,88.730527699999996,22.726994810000001
Hooghly,WEST BENGAL,28,2807,88.072479720000004,22.883573710000000
Medinipur West,WEST BENGAL,28,2813,87.417311150000003,22.439239579999999
Howrah,WEST BENGAL,28,2806,88.063689510000003,22.523771119999999
Kolkata,WEST BENGAL,28,2810,88.343816430000004,22.558518729999999
Purba Medinipur,WEST BENGAL,28,2812,87.772056440000000,22.031562650000001
Alipurduar,WEST BENGAL,28,2820,89.456764000000007,26.630568790000002
Paschim Bardhaman,WEST BENGAL,28,2802,87.160162690000007,23.661372369999999
Kalimpong,WEST BENGAL,28,2821,88.628946970000001,27.033303260000000
Jhargram,WEST BENGAL,28,2822,86.955822929999997,22.363022590000000
Cooch Behar,WEST BENGAL,28,2809,89.346414580000001,26.292382969999998
Uttar Dinajpur,WEST BENGAL,28,2819,88.157244950000006,25.888523950000000
Thiruvallur,TAMIL NADU,24,2423,79.946424750000006,13.239045160000000
Chennai,TAMIL NADU,24,2402,80.224582260000005,13.008973879999999
Krishnagiri,TAMIL NADU,24,2411,78.031389779999998,12.490632070000000
Tiruvannamalai,TAMIL NADU,24,2427,79.166165890000002,12.432411780000001
Dharmapuri,TAMIL NADU,24,2405,78.193188460000002,12.100638460000001
Salem,TAMIL NADU,24,2418,78.222509189999997,11.677698080000001
Erode,TAMIL NADU,24,2407,77.412736859999995,11.518220720000000
The Nilgiris,TAMIL NADU,24,2421,76.640330590000005,11.455802960000000
Namakkal,TAMIL NADU,24,2414,78.135597099999998,11.318838350000000
Perambalur,TAMIL NADU,24,2415,78.890299940000006,11.274534670000000
Coimbatore,TAMIL NADU,24,2403,76.975654969999994,10.877520219999999
Tiruchirappalli,TAMIL NADU,24,2425,78.569967579999997,10.891058320000001
Ariyalur,TAMIL NADU,24,2401,79.242391139999995,11.162222910000001
Tiruppur,TAMIL NADU,24,2432,77.407053669999996,10.839121820000001
Thanjavur,TAMIL NADU,24,2420,79.240679909999997,10.671478440000000
Karur,TAMIL NADU,24,2410,78.134513119999994,10.844374439999999
Thiruvarur,TAMIL NADU,24,2424,79.529182840000004,10.702623579999999
Dindigul,TAMIL NADU,24,2406,77.819639300000006,10.391843229999999
Madurai,TAMIL NADU,24,2412,78.005059979999999,9.922848921000000
Theni,TAMIL NADU,24,2422,77.438384110000001,9.891934715000000
Virudhunagar,TAMIL NADU,24,2431,77.905793029999998,9.492214842999999
Thoothukkudi,TAMIL NADU,24,2428,78.004073689999998,8.891313092000001
Kanniyakumari,TAMIL NADU,24,2409,77.360174029999996,8.307239671000000
Viluppuram,TAMIL NADU,24,2430,79.530309389999999,12.118714020000001
Cuddalore,TAMIL NADU,24,2404,79.449277629999997,11.534923030000000
Pudukkottai,TAMIL NADU,24,2416,78.879932909999994,10.360228220000000
Sivaganga,TAMIL NADU,24,2419,78.590363749999995,9.919798692000001
Ramanathapuram,TAMIL NADU,24,2417,78.688133030000003,9.450074902000001
Nagapattinam,TAMIL NADU,24,2413,79.743768959999997,10.550039240000000
Kallakurichi,TAMIL NADU,24,2434,79.010559389999997,11.797772589999999
Tenkasi,TAMIL NADU,24,2437,77.459972960000002,9.087463680000001
Tirunelveli,TAMIL NADU,24,2426,77.603871710000007,8.574744109999999
Vellore,TAMIL NADU,24,2429,78.954287590000007,12.901131149999999
Ranipet,TAMIL NADU,24,2436,79.459099280000004,12.952279740000000
Tirupathur,TAMIL NADU,24,2438,78.643651329999997,12.584685199999999
Kancheepuram,TAMIL NADU,24,2408,79.827711039999997,12.826309320000000
Chengalpattu,TAMIL NADU,24,2433,79.996525469999995,12.573550320000001
